,id,date,time,tweet,link,retweet,Day,Month,Year
49,1181563204683653120,2019-10-08,13:33:15,So there we have it! The EU's intentions were to keep Northern Ireland in a permanent customs union. They've finally been found out. https://twitter.com/Peston/status/1181500469690195968 …,https://twitter.com/John__Tennant/status/1181563204683653120,False,8,10,2019
50,1180438981315567616,2019-10-05,11:05:59,"An excellent critique of how democracy and free speech will always defeat the politics of unfounded insults. @Fox_Claire

An invitation to carry on insulting me and my fellow Brexiteers https://blogs.spectator.co.uk/2019/10/an-invitation-to-carry-on-insulting-me-and-my-fellow-brexiteers/ …",https://twitter.com/John__Tennant/status/1180438981315567616,False,5,10,2019
51,1180157699151007744,2019-10-04,16:28:16,I was lucky enough to meet Jade a number of times over the last few years. She was fiercely passionate about promoting her home town of Redcar and had a remarkable character. My thoughts go out to her friends and family at this time. https://www.gazettelive.co.uk/news/teesside-news/tributes-mighty-redcars-jade-21-17014573 …,https://twitter.com/John__Tennant/status/1180157699151007744,False,4,10,2019
52,1177257383174844431,2019-09-26,16:23:27,It's time to break the deadlock. #Brexit pic.twitter.com/VxwfAChhcb,https://twitter.com/John__Tennant/status/1177257383174844431,False,26,9,2019
53,1177226629220917249,2019-09-26,14:21:14,Yesterday I joined BBC Radio Tees to discuss the Supreme Court decision on prorogation. You can listen to my interview here:  https://youtu.be/L0tQRm8RhXw  #Brexit,https://twitter.com/John__Tennant/status/1177226629220917249,False,26,9,2019
54,1176865163141668869,2019-09-25,14:24:54,Today I spoke about the UK's contribution to the EU Galileo satellite project at the ITRE Committee. You can watch it here:  https://youtu.be/gjIlmATSWIc  #Brexit,https://twitter.com/John__Tennant/status/1176865163141668869,False,25,9,2019
55,1176803283660345355,2019-09-25,10:19:01,Later on today I'll be meeting representatives from @oilandgasuk to discuss the opportunities Brexit offers for the UK oil and gas industry.,https://twitter.com/John__Tennant/status/1176803283660345355,False,25,9,2019
56,1176110200266399750,2019-09-23,12:24:57,Excellent article by esteemed fellow colleague Brian Monteith: Why Brexit Party vote on Iran was ‘fake news’ https://www.scotsman.com/news/politics/brian-monteith-why-brexit-party-vote-on-iran-was-fake-news-1-5009137 …,https://twitter.com/John__Tennant/status/1176110200266399750,False,23,9,2019
57,1174785419852025856,2019-09-19,20:40:45,This evening I discussed the latest Brexit developments with RT News. You can watch my interview here:  https://youtu.be/Jv_ZoOOtigQ  #Brexit,https://twitter.com/John__Tennant/status/1174785419852025856,False,19,9,2019
58,1174353675285929986,2019-09-18,16:05:09,"Bad Language doesn't make your argument true, neither liberal nor democratic! #Brexit pic.twitter.com/neNXUcszjL",https://twitter.com/John__Tennant/status/1174353675285929986,False,18,9,2019
59,1174007229135110144,2019-09-17,17:08:30,The Liberal Democrats are a danger to democracy. #Brexit pic.twitter.com/lTAaIxjVa7,https://twitter.com/John__Tennant/status/1174007229135110144,False,17,9,2019
60,1173662937296396294,2019-09-16,18:20:24,"""The people of Hong Kong should have the same right to self-determination as every human being deserves."" - Watch my latest speech in the European Parliament on the situation in Hong Kong. https://youtu.be/PrVw56GIi1A ",https://twitter.com/John__Tennant/status/1173662937296396294,False,16,9,2019
61,1172467549558267904,2019-09-13,11:10:21,You can watch my latest interview on Euronews: Raw Politics here:  https://youtu.be/jtZFGoGyFuw  #Brexit,https://twitter.com/John__Tennant/status/1172467549558267904,False,13,9,2019
62,1171772865013780485,2019-09-11,13:09:56,Despite the doom and gloom from remainers... #Brexit pic.twitter.com/TG6x4lTa4O,https://twitter.com/John__Tennant/status/1171772865013780485,False,11,9,2019
63,1171098650325504000,2019-09-09,16:30:50,It's NOT just the backstop Boris... #Brexit https://youtu.be/7WypV17LH5M ,https://twitter.com/John__Tennant/status/1171098650325504000,False,9,9,2019
64,1170664507217199110,2019-09-08,11:45:43, pic.twitter.com/065dulHunZ,https://twitter.com/John__Tennant/status/1170664507217199110,False,8,9,2019
65,1170025547717599232,2019-09-06,17:26:43,"After demanding an election time and time again, Corbyn bottles it! It's no surprise that working class voters are abandoning Labour. pic.twitter.com/gFoCvcA3pL",https://twitter.com/John__Tennant/status/1170025547717599232,False,6,9,2019
66,1169645266431029250,2019-09-05,16:15:37,"You can read my latest column from 
@TheJournalNews
 here:  http://www.johntennantmep.co.uk/2019/09/05/column-after-three-years-of-debate-we-are-ready-for-brexit/ … pic.twitter.com/HkTxTVfmM7",https://twitter.com/John__Tennant/status/1169645266431029250,False,5,9,2019
67,1169177579422720000,2019-09-04,09:17:11,Remain MPs want the EU to have the ultimate say on a Brexit extension. The 'Surrender Bill' must be defeated. #Brexit pic.twitter.com/x54Itg82Gk,https://twitter.com/John__Tennant/status/1169177579422720000,False,4,9,2019
68,1168132390704865281,2019-09-01,12:03:59,Are we watching a monumental act of treachery?  https://www.conservativewoman.co.uk/are-we-watching-a-monumental-act-of-treachery/ … via @theconwom,https://twitter.com/John__Tennant/status/1168132390704865281,False,1,9,2019
69,1167506765069594625,2019-08-30,18:37:58,Yesterday I was on BBC Radio Newcastle discussing the prorogation of Parliament. You can listen to my interview here: https://www.youtube.com/watch?v=jioIgkHgm-I&feature=youtu.be …,https://twitter.com/John__Tennant/status/1167506765069594625,False,30,8,2019
70,1165650781363744770,2019-08-25,15:42:57," https://www.bbc.co.uk/sport/live/cricket/47325095?ns_mchannel=social&ns_source=twitter&ns_campaign=bbc_live&ns_linkname=5d62a6b155f8fe066dfad7af%26%262019-08-25T15%3A18%3A10.579Z&ns_fee=0&pinned_post_locator=urn:asset:fe6734d3-f2e0-4a2c-a102-a4f78471c4f9&pinned_post_asset_id=5d62a6b155f8fe066dfad7af&pinned_post_type=share … via @BBCSport
FANTASTIC INNINGS FROM STOKES!!! ASHES BACK TO LIFE!",https://twitter.com/John__Tennant/status/1165650781363744770,False,25,8,2019
71,1164070902608400384,2019-08-21,07:05:05,Brian Monteith: Idea of a government of national unity so oxymoronic it is repulsively Orwellian https://www.scotsman.com/news/politics/brian-monteith-idea-of-a-government-of-national-unity-so-oxymoronic-it-is-repulsively-orwellian-1-4986636 …,https://twitter.com/John__Tennant/status/1164070902608400384,False,21,8,2019
72,1157998044073353216,2019-08-04,12:53:42,@RupertLowe10 fellow colleague gives a good point. His experience is invaluable  https://www.express.co.uk/news/uk/1160041/Brexit-news-UK-EU-Premier-League-football-Rupert-Lowe-Brexit-Party-latest …,https://twitter.com/John__Tennant/status/1157998044073353216,False,4,8,2019
73,1155424594477670403,2019-07-28,10:27:44,It's the political declaration that could be the real problem for Boris https://blogs.spectator.co.uk/2019/07/its-the-political-declaration-not-the-backstop-that-could-scupper-boris/ …,https://twitter.com/John__Tennant/status/1155424594477670403,False,28,7,2019
74,1154009229059153920,2019-07-24,12:43:35,"It's crystal clear that most EU committees operate within a political bubble, driven by an insatiable appetite to spend more and more money. The sooner we leave, the better. pic.twitter.com/5kHwDpF3JJ",https://twitter.com/John__Tennant/status/1154009229059153920,False,24,7,2019
75,1153703552184926211,2019-07-23,16:28:56,You can watch my latest speech in the ITRE (Industry) Committee here: https://youtu.be/rNyA8yEr7Kc ,https://twitter.com/John__Tennant/status/1153703552184926211,False,23,7,2019
76,1153630337412620288,2019-07-23,11:38:00,I hope Boris Johnson can withstand the tremendous pressure he will be under to U-turn on his Brexit promises. He now has the power to deliver the Brexit people voted for in 2016.,https://twitter.com/John__Tennant/status/1153630337412620288,False,23,7,2019
77,1151433962088259584,2019-07-17,10:10:23,You can watch my recent speech in the European Parliament here: https://www.youtube.com/watch?v=T77LR33nIHw&feature=youtu.be …,https://twitter.com/John__Tennant/status/1151433962088259584,False,17,7,2019
78,1151415952514441216,2019-07-17,08:58:50,I'll be speaking in the European Parliament in just over five minutes. You can watch the current session live here:  http://www.europarl.europa.eu/plenary/en/home.html …,https://twitter.com/John__Tennant/status/1151415952514441216,False,17,7,2019
79,1151200131334705152,2019-07-16,18:41:14,I'm told that a Tory MEP voted for Von Der Leyen. pic.twitter.com/EjGJf12ESt,https://twitter.com/John__Tennant/status/1151200131334705152,False,16,7,2019
80,1151153586497380352,2019-07-16,15:36:17,It is imperative that we continue the fight for Brexit. pic.twitter.com/JNuRBLlODo,https://twitter.com/John__Tennant/status/1151153586497380352,False,16,7,2019
81,1151041993348452352,2019-07-16,08:12:51,Hearing the controversial Ursula Von Der Leyen this morning and her commitment to 'more Europe' just reaffirms we made the right decision to leave the EU.,https://twitter.com/John__Tennant/status/1151041993348452352,False,16,7,2019
82,1150815697309700097,2019-07-15,17:13:38,Catch the highlights of myself and fellow North East MEP @TheBluetrot talking on BBC Sunday Politics: North East & Cumbria. - https://www.youtube.com/watch?v=2y0pRCg1WVk …,https://twitter.com/John__Tennant/status/1150815697309700097,False,15,7,2019
83,1150635214366007296,2019-07-15,05:16:27,What a thrilling match that was! The England team have done us all proud. Commiserations to New Zealand. #ENGvsNZ pic.twitter.com/RhLNzDyrWH,https://twitter.com/John__Tennant/status/1150635214366007296,False,15,7,2019
